run,row,task,baseline_nll,ablated_nll,delta_nll
r2-E,5,REVERSE,0.7730817474637712,0.7870306021826607,0.0139488547188895
r2-E,5,ROTATE,0.708354687009539,0.7318463492393493,0.0234916622298103
r2-E,5,INC,0.8839535215922765,0.8859467550686427,0.0019932334763662
r2-E,5,SWAP,0.8676518177986146,0.8763660100528172,0.0087141922542026
r2-E,5,REVERSE_ROTATE,0.9216521508353096,0.9720269438198634,0.0503747929845537
r2-E,5,REVERSE_INC,0.6885479358264378,0.6880854647500174,-0.0004624710764203
r2-E,5,REVERSE_SWAP,0.8591607550212316,0.8711600678307669,0.0119993128095353
r2-E,5,ROTATE_INC,0.6973254091399057,0.7000029928343636,0.0026775836944579
r2-E,5,ROTATE_SWAP,0.9529637820380076,0.967867202758789,0.0149034207207815
r2-E,5,INC_SWAP,0.5055491314615522,0.5079831991876874,0.0024340677261351
r2-E,6,REVERSE,0.7730817474637712,0.8269146915844509,0.0538329441206796
r2-E,6,ROTATE,0.708354687009539,0.7553038123675755,0.0469491253580365
r2-E,6,INC,0.8839535215922765,0.8877003594807216,0.003746837888445
r2-E,6,SWAP,0.8676518177986146,0.8976614580835615,0.0300096402849469
r2-E,6,REVERSE_ROTATE,0.9216521508353096,1.0004778470311846,0.0788256961958748
r2-E,6,REVERSE_INC,0.6885479358264378,0.7229973363876343,0.0344494005611965
r2-E,6,REVERSE_SWAP,0.8591607550212316,0.9123193536485944,0.0531585986273628
r2-E,6,ROTATE_INC,0.6973254091399057,0.7237487629481725,0.0264233538082667
r2-E,6,ROTATE_SWAP,0.9529637820380076,0.978034141404288,0.0250703593662806
r2-E,6,INC_SWAP,0.5055491314615522,0.5200153974124363,0.014466265950884
r2-E,7,REVERSE,0.7730817474637712,0.7813236192294529,0.0082418717656816
r2-E,7,ROTATE,0.708354687009539,0.7429063415527344,0.0345516545431954
r2-E,7,INC,0.8839535215922765,0.8919067096710205,0.007953188078744
r2-E,7,SWAP,0.8676518177986146,0.882245226928166,0.0145934091295514
r2-E,7,REVERSE_ROTATE,0.9216521508353096,0.9726509550639562,0.0509988042286464
r2-E,7,REVERSE_INC,0.6885479358264378,0.6848884398596627,-0.003659495966775
r2-E,7,REVERSE_SWAP,0.8591607550212316,0.8721256181171962,0.0129648630959646
r2-E,7,ROTATE_INC,0.6973254091399057,0.7066239738464355,0.0092985647065297
r2-E,7,ROTATE_SWAP,0.9529637820380076,0.9756434300967626,0.0226796480587551
r2-E,7,INC_SWAP,0.5055491314615522,0.50404007094247,-0.0015090605190821
