run,row,task,baseline_nll,ablated_nll,delta_nll,delta_token_accuracy
r0-B,7,REVERSE_SWAP,1.2005601508276804,1.2014729833602906,0.0009128325326102,0.0016666666666666
r0-B,7,ROTATE_INC,0.9209753199986048,0.920461871283395,-0.0005134487152099,0.0066666666666665
r0-B,7,ROTATE_SWAP,1.175959162712097,1.177140964099339,0.0011818013872419,-0.0033333333333334
r0-B,7,INC_SWAP,0.8240929194859096,0.8221904901095799,-0.0019024293763296,-0.0016666666666665
r0-C,1,REVERSE,1.2596923998423986,1.3293517793927874,0.0696593795503888,0.0633333333333333
r0-C,1,ROTATE,1.1123122351510184,1.2185654197420392,0.1062531845910208,0.0383333333333333
r0-C,1,INC,1.3806877313341412,1.431027387210301,0.0503396558761597,-0.0066666666666666
r0-C,1,SWAP,1.080627670288086,1.1484753615515573,0.0678476912634713,0.0016666666666667
r0-C,1,REVERSE_ROTATE,1.4015273284912109,1.4595593091419763,0.0580319806507656,0.035
r0-C,1,REVERSE_INC,1.3248998131070815,1.4100137880870274,0.0851139749799456,0.06
r0-C,1,REVERSE_SWAP,1.3568428216661723,1.4203060354505266,0.063463213784354,0.0533333333333332
r0-C,1,ROTATE_INC,1.1812919221605571,1.2820656681060791,0.1007737459455218,0.0583333333333332
r0-C,1,ROTATE_SWAP,1.3711977897371566,1.4603173283168247,0.0891195385796681,0.0399999999999999
r0-C,1,INC_SWAP,1.1040582874843052,1.1776148523603167,0.0735565648760114,0.0516666666666666
r0-C,2,REVERSE,1.2596923998423986,1.26905088697161,0.0093584871292113,0.0116666666666666
r0-C,2,ROTATE,1.1123122351510184,1.1237422602517264,0.011430025100708,-0.01
r0-C,2,INC,1.3806877313341412,1.3999456827981132,0.0192579514639719,-0.0133333333333333
r0-C,2,SWAP,1.080627670288086,1.0963803809029715,0.0157527106148855,-0.0166666666666666
r0-C,2,REVERSE_ROTATE,1.4015273284912109,1.428573591368539,0.027046262877328,0.0283333333333333
r0-C,2,REVERSE_INC,1.3248998131070815,1.333888340677534,0.0089885275704522,-0.0016666666666666
r0-C,2,REVERSE_SWAP,1.3568428216661723,1.3860138811383929,0.0291710594722203,0.0166666666666666
r0-C,2,ROTATE_INC,1.1812919221605571,1.2012574291229248,0.0199655069623674,0.0133333333333333
r0-C,2,ROTATE_SWAP,1.3711977897371566,1.3805479846681867,0.0093501949310301,0.0016666666666666
r0-C,2,INC_SWAP,1.1040582874843052,1.1108406387056624,0.0067823512213571,0.01
r0-C,3,REVERSE,1.2596923998423986,1.2734731204169136,0.013780720574515,0.0
r0-C,3,ROTATE,1.1123122351510184,1.1511047642571586,0.0387925291061401,0.0016666666666667
r0-C,3,INC,1.3806877313341412,1.3999808427265712,0.0192931113924299,-0.0266666666666666
r0-C,3,SWAP,1.080627670288086,1.0696194784981865,-0.0110081917898996,-0.0449999999999999
r0-C,3,REVERSE_ROTATE,1.4015273284912109,1.428421572276524,0.0268942437853132,0.0266666666666666
r0-C,3,REVERSE_INC,1.3248998131070815,1.3495142228262764,0.0246144097191947,0.0083333333333333
r0-C,3,REVERSE_SWAP,1.3568428216661723,1.3760995026997158,0.0192566810335432,0.0249999999999999
r0-C,3,ROTATE_INC,1.1812919221605571,1.2123459584372385,0.0310540362766811,0.02
r0-C,3,ROTATE_SWAP,1.3711977897371566,1.4010624068123954,0.0298646170752387,0.02
r0-C,3,INC_SWAP,1.1040582874843052,1.1143684707369124,0.0103101832526071,0.0083333333333333
r0-C,4,REVERSE,1.2596923998423986,1.2906089115142825,0.0309165116718836,0.0166666666666666
r0-C,4,ROTATE,1.1123122351510184,1.149432792663574,0.0371205575125557,-0.015
r0-C,4,INC,1.3806877313341412,1.3894309384482249,0.0087432071140836,-0.0066666666666666
r0-C,4,SWAP,1.080627670288086,1.1077237517493113,0.0270960814612253,-0.0049999999999998
r0-C,4,REVERSE_ROTATE,1.4015273284912109,1.415966682434082,0.0144393539428711,0.0216666666666666
r0-C,4,REVERSE_INC,1.3248998131070815,1.361348570414952,0.0364487573078702,0.01
r0-C,4,REVERSE_SWAP,1.3568428216661723,1.3913208402906143,0.034478018624442,0.0333333333333333
r0-C,4,ROTATE_INC,1.1812919221605571,1.2265497153145926,0.0452577931540352,0.0433333333333332
r0-C,4,ROTATE_SWAP,1.3711977897371566,1.3959935045242309,0.0247957147870743,0.01
r0-C,4,INC_SWAP,1.1040582874843052,1.1520687171391075,0.0480104296548025,0.0433333333333333
r0-C,5,REVERSE,1.2596923998423986,1.2637400252478463,0.0040476254054477,-0.0016666666666666
r0-C,5,ROTATE,1.1123122351510184,1.1426307255881174,0.030318490437099,0.0033333333333334
r0-C,5,INC,1.3806877313341412,1.3947711045401436,0.0140833732060023,-0.0083333333333333
r0-C,5,SWAP,1.080627670288086,1.0736506911686488,-0.0069769791194371,-0.0099999999999998
r0-C,5,REVERSE_ROTATE,1.4015273284912109,1.413462813241141,0.0119354847499302,0.0066666666666667
r0-C,5,REVERSE_INC,1.3248998131070815,1.3359116438456944,0.0110118307386126,-0.0033333333333332
r0-C,5,REVERSE_SWAP,1.3568428216661723,1.362998047556196,0.0061552258900234,0.0099999999999999
r0-C,5,ROTATE_INC,1.1812919221605571,1.2240562772750854,0.042764355114528,0.0283333333333333
r0-C,5,ROTATE_SWAP,1.3711977897371566,1.3861733892985753,0.0149755995614186,-0.0283333333333333
r0-C,5,INC_SWAP,1.1040582874843052,1.1285115350995745,0.0244532476152692,0.0216666666666666
r0-C,6,REVERSE,1.2596923998423986,1.3051543964658463,0.0454619966234479,0.0033333333333333
r0-C,6,ROTATE,1.1123122351510184,1.121644216264997,0.0093319811139787,-0.005
r0-C,6,INC,1.3806877313341412,1.440632667541504,0.0599449362073627,0.005
r0-C,6,SWAP,1.080627670288086,1.1042516824177333,0.0236240121296473,0.0016666666666667
